Total Production,Vinnytsia,Volyn,Dnipropetrovsk,Donetsk,Zhytomyr,Transcarpathian,Zaporizhzhia,Ivano-Frankivsk,Kyiv,Kirovohrad,Luhansk,Lviv,Mykolaiv,Odessa,Poltava,Rivne,Sumy,Ternopil,Kharkiv,Kherson,Khmelnytskyi,Cherkasy,Chernivtsi,Chernihiv
80000000,426.6550755155142,749.5091166445912,232.97800007728003,232.97800007728003,614.1981832914819,274.09000008280003,256.4836694580083,760.8888175583882,454.3920928561209,274.09000008280003,349.333349460202,498.8895981410431,232.97800007728003,232.97800007728003,288.03438991803034,716.482974030066,432.04167007271667,420.9858257516869,308.3500000414,232.97800007728003,415.49785300161915,298.48546745263667,506.499394214494,581.8999287712993
81000000,426.655072,749.5091127999999,232.978,232.978,614.1981807999999,274.09000000000003,256.48366880000003,760.8888136,454.7932585777778,274.09000000000003,350.6079374222223,488.0960121066667,232.978,232.978,288.4665472355556,718.1893504,432.0416692,421.5295024474074,308.35,232.978,439.0200339111111,298.72343069629636,506.4993928,581.8999264
82000000,426.6550685702302,749.5091090491793,232.97799992460486,232.97799992460486,614.1981783692861,274.0899999192195,256.48366815804064,760.888809738158,455.184639761906,274.0899999192195,351.85143784840704,489.22735082700143,232.97799992460486,232.97799992460486,288.88816412237264,716.9881109042758,432.04166834856915,481.9922369671721,308.3499999596097,232.97799992460486,393.9447325080254,299.6958603951448,506.49939142000596,581.1221659719863
83000000,426.65507538844736,749.50911650563,232.97800007448677,232.97800007448677,614.1981832014283,274.0900000798073,256.4836694342249,760.8888174153138,455.5665932702322,275.5352279526148,353.06497291069775,490.33143645239943,232.97800007448677,232.97800007448677,289.29962229463393,718.1893538037529,432.0416700411727,422.5775571949506,308.3500000399036,232.97800007448677,463.66758662204813,299.1821575514251,506.49939416336764,583.634168716763
84000000,426.655072,749.5091128,232.978,232.978,614.1981808,274.09000000000003,256.4836688,760.8888136000002,455.9394494857143,277.99907053714287,354.24961708571436,491.40922633142856,232.978,232.978,289.70128312,718.1893503999999,432.0416692,485.88172501714286,308.35,232.978,411.5987779657143,299.4033281714286,506.4993928,584.6087323428571
85000000,426.65506869128086,749.5091091815613,232.97799992726587,232.97799992726587,614.1981784550759,274.0899999220706,256.4836681806981,760.8888098744583,456.3035326068374,280.4049403804195,355.4063872581053,492.46165642854913,232.97799992726587,232.97799992726587,290.0934930949446,717.7012578600862,432.0416683786196,488.82533647343104,308.3499999610353,232.97799992726587,420.11425543549814,299.61929477272946,506.4993914687116,585.560365041973
86000000,426.65507527024573,749.5091163763639,232.9780000718884,232.9780000718884,614.1981831176574,274.09000007702326,256.48366941210077,760.8888172822216,456.65915179422467,282.75485969981725,356.5362518414527,493.4896192939034,232.9780000718884,232.9780000718884,290.4765826441417,718.1893536850173,432.04167001182947,490.99710517460215,308.3500000385116,232.9780000718884,428.17027155488637,299.8302413637995,506.49939411580834,586.4898734764639
87000000,426.655072,749.5091127999999,232.978,232.978,614.1981808,274.09000000000003,256.4836688,760.8888136,457.00659274482757,285.0507579255173,357.6401464275863,494.4939430234483,232.978,232.978,290.8508648055173,718.1893504,432.0416692,493.1189357351724,308.35,232.978,436.5179587310345,300.0363361655173,506.4993928,587.3980072413793
88000000,426.6550688040781,749.5091093049172,232.97799992974544,232.97799992974544,614.1981785350165,274.0899999247273,256.48366820181064,752.1960122686362,457.34613730394426,287.29447660481844,358.7189524805557,495.47544119563236,232.97799992974544,232.97799992974544,291.2166400091538,718.1893471896424,432.0416684066212,495.19254283577123,308.3499999623636,232.97799992974544,453.3715417676223,300.2377469907641,506.4993915140964,588.2855015862226
89000000,426.6550751600127,749.5091162558124,232.9780000694652,232.9780000694652,614.1981830395343,274.090000074427,256.48366939146814,741.772696429903,457.67805468672407,289.4877747637148,359.77351196578365,496.43489093069564,232.9780000694652,232.9780000694652,291.57419788360124,718.1893535742862,432.0416699844644,497.2195643190309,308.3500000372135,232.9780000694652,471.7729001093294,300.4346341322502,506.49939407145524,589.1530588124319
90000000,426.655072,749.5091128,232.978,232.978,614.1981808,274.09000000000003,256.4836688,731.580990368,458.00259312000003,291.63233282133336,360.80464048000005,497.373011936,232.978,232.978,291.92380771200004,718.1893504,432.0416692,452.87546377599995,308.35,232.978,536.0914,300.6271436266667,506.4993928,590.0013304800001
91000000,426.65506890943817,749.5091094201396,232.97799993206152,232.97799993206152,614.1981786096862,274.0899999272088,256.48366822153116,721.6132780231447,464.52440435161714,287.59692239119624,361.8131068111382,498.2905148809185,232.97799993206152,232.97799993206152,292.2657338018271,718.1893472954782,432.04166843277653,472.4108694923857,308.3499999636044,232.97799993206152,536.0913979614821,300.8154221398363,506.4993915564889,590.830958799464
92000000,426.6550750569688,749.5091161431227,232.9780000672,232.9780000672,614.198182966506,274.090000072,256.4836693721811,711.8622734166634,477.0134118895006,277.61073277578464,362.7996464279962,499.1880796329833,232.9780000672,232.9780000672,292.6002290050145,718.189353470777,432.0416699588841,491.5215990469063,308.350000036,232.9780000672,536.09140201636,300.9996099806766,506.4993940299948,591.642558146718
93000000,426.655072,749.617979308387,232.978,232.978,614.1981807999999,274.09000000000003,256.48366880000003,707.5429096619355,482.91019293935483,274.09000000000003,363.7649736258065,500.06633446709674,235.04749358451613,232.978,292.9275284954839,718.1893504000001,432.0416692,504.89169632,308.35,232.978,536.0914,301.1798344774194,506.49939279999995,592.4366973806451
94000000,426.65506900807316,749.5091095280076,232.97799993422976,232.97799993422976,614.6437955915421,274.0899999295319,256.48366823999294,714.3573761888392,485.1954744447476,274.0899999295319,364.7097619308112,500.925903013354,238.2138050257854,232.97799993422976,293.2478641614953,718.1893473945586,432.0416684572624,506.7077032886781,308.3499999647659,232.97799993422976,536.0913980265412,301.3562244073666,506.49939159617537,593.2139400217537
95000000,426.65507496043296,749.5091160375505,232.9780000650779,232.9780000650779,614.9734607454607,274.09000006972633,256.4836693541123,721.0283979779571,487.43264629372067,274.09000006972633,365.63465660677537,501.7673827315569,241.3134570873898,232.9780000650779,293.56145816031915,718.1893533738051,432.04166993491936,508.48549033901577,308.3500000348631,232.9780000650779,536.0914019526855,301.5289031436388,506.49939399115283,593.9748259427776
96000000,426.655072,749.5091127999999,232.978,232.978,615.29625163,274.09,256.48366880000003,727.5604225599999,489.62320886000003,274.09,366.54028595,502.59132434,244.34853346,232.978,293.86851673,718.1893504,432.0416692,510.22622846,308.35,232.978,536.0914,301.69798215,506.4993928,594.71985385
97000000,426.65506910060697,749.5091096292031,232.9779999362639,232.9779999362639,615.6123870271143,274.08999993171136,256.48366825731273,733.9577661161916,491.7686051520389,274.08999993171136,367.427242508477,503.39827744822037,247.32103085463825,232.9779999362639,294.1692441901387,718.1893474875104,432.04166848023374,511.931075044918,308.34999996585566,232.9779999362639,536.0913980875761,301.86357498852146,506.4993916334071,595.4495203449112
98000000,426.65507486980744,751.2330099247592,232.97800006308574,232.97800006308574,614.1981828338627,274.0900000675918,256.48366933714965,740.2245692904374,493.8702194923829,274.0900000675918,368.2960947323756,504.18876931260223,250.23286471989343,232.97800006308574,294.46383655053285,718.1893532827703,432.04166991242187,513.6011404152961,308.3500000337959,232.97800006308574,536.0914018929094,302.0257906024815,506.4993939546889,596.1643018317902
99000000,426.655072,751.1910292,232.978,232.978,614.1981808,274.09,256.4836688,729.796743170909,502.65011684363634,274.09,369.1473975272728,517.5360061963636,250.8864256,232.978,294.7524753745455,718.1893503999999,432.0416692,515.2374556218182,308.35,232.978,536.0914,302.1847269333333,506.4993928,596.8646372
100000000,426.65506918758877,751.0493040090925,232.97799993817597,232.97799993817597,614.1981788068146,274.08999993376005,256.48366827359337,714.7527952055777,513.2115265917478,274.08999993376005,369.98167425278723,534.277534128862,250.88642518422122,232.97799993817597,295.0353414175058,718.1893475748852,432.0416685018267,516.8410444982907,308.34999996688,232.97799993817597,536.0913981449488,302.3404845350505,506.4993916684048,597.5509658497523
